Loong Air,CDC,GJ,LOONG AIR,China,http://www.loongair.cn/
Lorena Air,,,,Indonesia,
LOT Charters,CLW,CL,,Poland,
LTE International Airways,LTE,XO,FUN JET,Spain,http://www.lte.es
LTU Austria,LTO,L3,,Austria,
Lucky Air,LKE,8L,LUCKY AIR,China,http://www.luckyair.net
Lufthansa Cargo,GEC,LH,LUFTHANSA CARGO,Germany,http://www.lufthansacargo.com
Lufthansa Italia,LIT,LU,LUFTHANSA,Italy,
Lukim Air Services (LUKAS),,,,Zaire,
Luxair,LGL,LG,LUXAIR,Luxembourg,https://www.luxair.lu/
Luxury Air LLC,,,,United States,
Lynx Aviation,SSX,L3,SHASTA,United States,
Lithuanian Airlines,LIL,TE,LITHUANIAN,Lithuania,http://www.lal.lt
Livingston,NLV,JN,SEAGULL,Italy,http://www.livingstonair.it/
Lloyd Aviation Jet Charter,,,,Australia,
LoadAir Cargo,,,,Kuwait,
Lockheed,LAC,,,United States,
Loganair,LOG,LM,LOGAN,United Kingdom,http://www.loganair.co.uk/
Lone Star Airlines,LSS,,,United States,
Longjiang Airlines,SNG,LT,SNOW EAGLE,China,http://www.longjianghk.com/
LorAir,,,,United States,
LOT - Polish Airlines,LOT,LO,LOT,Poland,http://www.lot.com
Lotus Air,TAS,T2,LOTUS FLOWER,Egypt,http://www.lotus-air.com
LTU,LTU,LT,LTU,Germany,http://www.ltu.com
LTU Sued,LTS,LU,,Germany,
Lufthansa,DLH,LH,LUFTHANSA,Germany,http://www.lufthansa.com
Lufthansa CityLine,CLH,CL,HANSALINE,Germany,https://www.lufthansacityline.com/
Luftline Georgia,LLG,GX,KARTLE,Georgia,http://www.luftline.com/
Lumiwings,LWI,,LUMI,Greece,http://www.lumiwings.com/
Luxor Air,LXO,,,Egypt,
Luzair,LUZ,,LISBON JET,Portugal,
Airline_name,ICAO,IATA,Callsign,Country,Website
Maandeeq Air,,,,Somalia,
Macair Airlines,MCK,CC,,Australia,
Macedonian Airlines,MCS,,MACAIR,Greece,
Madagasikara Airways,,,,Madagascar,http://www.madagasikaraairways.com/
Maersk Air UK,MSK,VB,,United Kingdom,
Magenta Aviation,,,,United Kingdom,
Magic Blue Airlines,MJB,,MAGIC BLUE,Netherlands,
Magma Aviation,,,,United Kingdom,https://www.magma-aviation.com/
Mahalo Air,MLH,8M,MAHALO,United States,
Mahfooz Aviation,MZS,M2,,Saudi Arabia,
Makung International Airlines,,,,Taiwan,
Malaysia Airlines,MAS,MH,MALAYSIAN,Malaysia,http://www.malaysiaairlines.com
Malaysian Airline System,MAS,MH,MALAYSIAN,Malaysia,
Maldivian,DQA,Q2,ISLAND AVIATION,Maldives,http://www.maldivian.aero/
Malev Express,MEH,,,Hungary,
Malindo Air,MXD,OD,MALINDO,Malaysia,http://www.malindoair.com/
Maluti Sky,MSU,7D,MALUTI SKY,Lesotho,http://www.flymalutisky.com/
Mandala Airlines,MDL,RI,MANDALA,Indonesia,http://www.mandalaair.com
Mango,MNO,JE,TULCA,South Africa,http://www.flymango.com
Manta Air,,,,Maldives,http://www.mantaair.mv/
Manx Airlines,MNX,JE,,United Kingdom,
MAP Linhas Aéreas,PAM,,MAP AIR,Brazil,
Markoss Aviation,MKO,,,United Kingdom,
Mars RK,MRW,6V,AVIAMARS,Ukraine,
Martinair Holland,MPH,MP,MARTINAIR,Netherlands,http://www.martinair.nl
Master Airways,,,,Montenegro,
MAT Macedonian Airlines,MAK,IN,MAKAVIO,North Macedonia,http://www.mat.com.mk
Mauritania Airways,MTW,YD,MAURITANIA AIRWAYS,Mauritania,http://www.fly-mauritaniaairways.com
Maxair,MXL,8M,,Sweden,
Maximus Air Cargo,MXU,,CARGO MAX,United Arab Emirates,http://www.maximusaircargo.ae
Maya Island Air,MYD,MW,,Belize,
Mayan World Airlines,MYN,EY,,Guatemala,
McCulloch International Airlines,,,,United States,
MD Airlines,MDI,W3,,Iceland,
MEA - Middle East Airlines,MEA,ME,CEDAR JET,Lebanon,http://www.mea.com.lb
Med Airways,MED,7Y,FLYING CARPET,Lebanon,http://www.medairways.com
Medallion Air,MDP,,,Romania,http://medallionair.ro
Mediterranean Airlines,,,,Egypt,
Mega Global Air,MEG,LV,SANDBAR,Maldives,http://www.mgcharter.com/
Mekong Airlines,MKN,M8,,Cambodia,
Mena Aerospace,,,,Bahrain,http://www.mena.aero
Meraj Airlines,MRJ,IJ,MERAJ AIRLINE,"Iran, Islamic Republic Of",http://www.merajairlines.com/
Meridiana,ISS,IG,MERIDIANA,Italy,http://www.meridiana.it
Meridiana Fly,ISS,IG,MERAIR,Italy,
Mesa Airlines,ASH,YV,AIR SHUTTLE,United States,http://www.mesa-air.com
Mesopotamia Air,,,,Iraq,
Metro Air Northeast,,,,United States,
Metro International,,,,United States,
Metrojet,KGL,7K,KOGALYM,Russian Federation,http://www.metrojet.ru/
Mexicana,MXA,MX,MEXICANA,Mexico,http://www.mexicana.com
Maastricht Airlines,,,,Netherlands,
Macedonia Air Services,MDO,M2,,North Macedonia,
Mackey International,,MI,MACKEY,United States,
Maersk Air,DAN,DM,MAERSKAIR,Denmark,http://www.maersk-air.com
Magenta Air,,I2,,Peru,
Magic Bird Airlines,,,,Netherlands,http://www.magicbird.nl
Magic Carpet Aviation,,,,United States,
Magnicharters,GMT,UJ,GRUPOMONTERREY,Mexico,https://www.magnicharters.com/
Mahan Airlines,IRM,W5,MAHAN AIR,"Iran, Islamic Republic Of",http://www.mahan.aero/
MAIS Linhas Aéreas,MLI,,DEMAIS,Brazil,http://www.voemais.com.br/
Malawian Airlines,MWI,3W,MALAWIAN,Malawi,
Malaysia-Singapore Airlines,MSA,ML,MALAYSIAN,Multinational,
Maldives Airways,,MQ,,Maldives,
Maldivian Air Taxi,,,,Maldives,
Malév Hungarian Airlines,MAH,MA,MALEV,Hungary,http://www.malev.hu
Malmo Aviation,SCW,TF,SCANWING,Sweden,http://www.malmoaviation.se/
Manas Airways,BAM,,MANAS AIRWAYS,Kyrgyzstan,
Mandarin Airlines,MDA,AE,MANDARIN,Taiwan,https://www.mandarin-airlines.com/
Mann Yadanarpon Airlines,MYP,7Y,MANN ROYAL,Myanmar,http://www.airmyp.com/
Manunggal Air Services,,,,Indonesia,
MAP Jet,MPJ,AQ,MAPJET,Austria,http://www.mapjet.eu
Markair,MRK,,,United States,
Maroomba Airlines,,KN,,Australia,
Marsland Aviation,MSL,,,Sudan,
MAS Air Cargo,MAA,M7,MASAIR,Mexico,http://www.masair.com/
MASwings,MWG,7B,MASWINGS,Malaysia,http://www.maswings.com.my
Mauritania Airlines International,MAI,L6,,Mauritania,https://www.mauritaniaairlines.mr/
Max Air,NGL,VM,MAXAIR NIGERIA,Nigeria,https://www.maxair.com.ng/
MAXavia,MAI,,MAXAVIA,Kyrgyzstan,
MaxJet,MXJ,MY,MAX-JET,United States,http://www.maxjet.com
Mayair,MYI,,,Mexico,
MCA Airlines,MCA,,CALSON,Sweden,http://www.mcaairlines.com
MCS AeroCarga,MCS,,CARMEX,Mexico,http://www.mcs-aerocarga.com/
MDLR Airlines,,9H,MDLR,India,
Med Airlines,MDS,M8,,Italy,
Med-View Airline,MEV,VL,MED-VIEW,Nigeria,http://www.medviewairline.com/
Medavia - Mediterranean Aviation,MDM,,MEDAVIA,Malta,
Meelad Air,MLW,,,Greece,http://www.meeladair.com/
Megantara Air,MKE,9M,MEGANTARA,Indonesia,
Melilla Airlines,,,,Spain,http://www.flymelilla.es
Menajet,MNJ,IM,,Lebanon,
Meridian Airways,MAG,,MERID AIR,Ghana,
Meridiana Air,MDN,RH,MERIDIANA AIR,Spain,
Merpati,MNA,MZ,MERPATI,Indonesia,
Mesaba Airlines,MES,XJ,MESABA,United States,http://www.mesaba.com
Met Air,,,,Philippines,
Metro Batavia,BTV,7P,,Indonesia,
Metroflight,MTR,,,United States,
MetroJet,,,,United States,
MexicanaClick,CBE,QA,CLICK,Mexico,
Airline_name,ICAO,IATA,Callsign,Country,Website
MexicanaLink,MXI,I6,LINK,Mexico,http://www.mexicana.com/
Mey-Air,,MT,,Norway,
MGM Grand Air,MGM,MG,,United States,
Miami Air International,BSK,LL,BISCAYNE,United States,http://www.miamiair.com
Michigan Peninsula Airways (MPA),XAT,,,United States,
Mid Airlines,NYL,,,Sudan,
Midair,MLR,,,Liberia,
MidAtlantic Airways,PDC,BK,,United States,
Midroc Aviation,,,,Ethiopia,
Midway Airlines,MID,ML,MIDWAY,United States,
Midway Express,FLA,,,United States,
Midwest Airlines,MWA,WV,,Egypt,http://www.mwestairlines.com/
Mihin Lanka,MLR,MJ,MIHIN LANKA,Sri Lanka,http://mihinlanka.com/
Millon Air,OXO,OX,MILL AIR,United States,
Mineral Airways,,,,Chile,
Minerve,MIN,IW,MINERVE,France,
Miniliner,MNL,,,Italy,
Mint Airways,MIC,IM,MINT AIRWAYS,Spain,http://www.mint-airways.com
Mistral Aviation,,,,Congo,
MK Airlines,BGB,7G,BRITISH GLOBAL,United Kingdom,http://www.mkairlines.com
MNG Airlines,MNB,MB,BLACK SEA,Turkey,http://www.mngairlines.com
Mobilien Verwaltung,,,,Germany,
Modern Air,MOM,,,Germany,
Modiluft,MOD,HT,,India,
Moldavian Airlines,MDV,2M,,"Moldova, Republic Of",
Monarch Airlines,MON,ZB,MONARCH,United Kingdom,http://www.monarch.co.uk/
Mongolian Airlines,MML,MR,TRANS MONGOLIA,Mongolia,http://www.mongolianairlines.com/
MontAir,,,,North Macedonia,
Morningstar Air Express,MAL,,MORNINGSTAR,Canada,http://www.maei.ca
Moscow Airlines,MOA,7B,,Russian Federation,http://www.flymoscow.ru/
Motor-Sich,MSI,M9,,Ukraine,
Mountain Air Cargo,MTN,C2,MOUNTAIN,United States,
MTA Cargo,MST,,MASTER,Brazil,http://www.mt-airlines.com/
MUK Air,MUK,ZR,MUKAIR,Denmark,
Multiple Solutions,,,,Kenya,
Muse Air,MCA,MC,,United States,
MY Jet Xpress Airlines,NEP,,,Malaysia,
Myanma Airways,UBA,UB,UNIONAIR,Myanmar,http://myanmaairways.aero/
Myanmar National Airlines,UBA,UB,UNIONAIR,Myanmar,http://www.flymna.com/
MyTravel,MYT,VZ,KESTREL,United Kingdom,http://www.uk.mytravel.com
MyTravelLite,MYL,VZ,,United Kingdom,http://www.mytravellite.com
Mexicargo,MXC,GJ,,Mexico,
MGC Airlines,,,,Lesotho,
MHS Aviation,MHV,M2,SNOWCAP,Germany,http://www.mhs-aviation.com/
MIAT - Mongolian Airlines,MGL,OM,MONGOL AIR,Mongolia,http://www.miat.com
Mid Africa Aviation,MFG,8G,MID AFRICA,Gambia,http://www.flymidafrica.aero/
Mid-Pacific Airlines,MPA,,,United States,
Midas Airlines,MIO,,MICO,Venezuela,
Midex Airlines,MIX,MG,MIDEX CARGO,United Arab Emirates,http://midexairlines.free.fr
Midtfly,MDF,NI,MIDFLY,Denmark,
Midway Airlines,MDW,JI,MIDWAY,United States,
Midwest Airlines,MEP,YX,MIDEX,United States,http://www.midwestairlines.com
Midwest Express Airlines,MEP,YX,,United States,
Million Air Charter,,,,South Africa,
Milne Bay Air (MBA Airline),,,,Papua New Guinea,http://www.hawkair.ca
Minerva Airlines,MTC,N4,,Italy,
Minerve Canada,,,,Canada,
Minoan Air,MAV,,MINOAN,Greece,http://www.minoanair.com/
Mistral Air,MSA,7M,AIRMERCI,Italy,http://www.mistralair.it
MK Air Cargo d'Or,CDO,7G,KRUGER AIR,Ghana,
MK Flugfélagið,MKI,,KILO ICE,Iceland,
Mobil Oil,MBO,,,Canada,
Mocambique Expresso,MXE,,MOZAMBIQUE EXPRESS,Mozambique,
Modern Logistics,MWM,,,Brazil,http://www.modern.com.br/
Mokulele Airlines,MUL,,MOKULELE,United States,
Monacair,MCR,,,Monaco,
Mondair,MMA,,,Morocco,
Monspace Sky Airlines,,,,Malaysia,http://www.monskyways.com/
Montenegro Airlines,MGX,YM,MONTENEGRO,Montenegro,http://www.montenegroairlines.com
Morris Air Service,MSS,,,United States,
Moskovia Airlines,GAI,3R,GROMOV AIRLINE,Russian Federation,http://www.moskovia.aero/
Mount Cook Airline,NZM,NM,MOUNTCOOK,New Zealand,https://www.airnewzealand.co.nz/
Mountain Air Express,PKP,M7,,United States,
MTM Aviation,MTM,,,Germany,
Multiflight Ltd,,,,United Kingdom,
Murray Air,MUA,,MURRAY AIR,United States,
My Indo Airlines,MYU,2Y,INDO,Indonesia,http://www.myindoair.com/
MyAir,MYW,8I,FRANKY,Italy,http://www.myair.com
Myanmar Airways International,MMA,8M,MYANMAR,Myanmar,http://www.maiair.com
Myrtle Beach Jet Expedition,,,,United States,
MyTravel Airways,VKG,DK,VIKING,Denmark,http://www.mytravel.dk
MyWay Airlines,MYW,,MY SKY,Georgia,http://www.mywayairlines.com/
Airline_name,ICAO,IATA,Callsign,Country,Website
NACAM - National Airways Cameroon,,9O,,Cameroon,http://www.flynacam.com
Nader Omer Al-Bazz,,,,Jordan,
NAM Air,LKN,IN,NAMAIR,Indonesia,http://www.flynamair.com
Nas Air,KNE,XY,NAS EXPRESS,Saudi Arabia,http://www.flynas.com
NasAir,NAS,UE,NASAIRWAYS,Eritrea,http://www.nasair.aero
Nasim Air,,,,"Iran, Islamic Republic Of",http://www.nasimairlines.ir/
National Air Charter,NSR,,,Indonesia,
National Air Services (NAS),KNE,XY,,Saudi Arabia,http://www.nasaviation.com
National Airlines,ROK,N7,RED ROCK,United States,
National Airlines,NAL,NA,NATIONAL,United States,
National Airways,,,,Ethiopia,
National Airways Corporation (NAC),,NZ,,New Zealand,
National Jet Italia,,,,Italy,
National Private Air Transport,,,,Unknown,
Nations Air Express,,,,United States,
Naturelink Charter,NRK,,,South Africa,
NAYSA Aerotaxis,NAY,ZN,NAYSA,Spain,http://www.naysa.es/
NCB,,,,United States,
Neos,NOS,NO,MOONFLOWER,Italy,https://www.neosair.it/
Neptune Air,NEP,,,Malaysia,
Nesma Airlines,NSS,NA,NESMA CONNECT,Saudi Arabia,http://www.nesmaairlines.com/
Network Aviation,NWK,,NETLINK,Australia,http://www.networkaviation.com.au
New Jatayu Air,,JZ,,Indonesia,http://www.newjatayuair.com/
NewAir (Airservice),NAW,8L,NEWDAN,Denmark,
Newloong Air,QDA,QW,SKY LEGEND,China,
NextJet,NTJ,2N,NEXTJET,Sweden,http://www.nextjet.se
Nicaraguenses de Aviacion (NICA),NIS,6Y,,Nicaragua,
Niger Airlines,NIN,6N,,Niger,http://www.nigerairlines.aero/
Nigerian Eagle Airlines,VGN,VK,VIRGIN NIGERIA,Nigeria,
Nihon Kinkyori Airways (NKA),NKK,WJ,KINKYORI,Japan,
Nile Air,NIA,NP,NILE BIRD,Egypt,http://www.nileair.net/
Nippon Cargo Airlines,NCA,KZ,NIPPON CARGO,Japan,http://www.nca.aero/
Nok Mini,SGN,5E,SIAM,Thailand,
Nolinor Aviation,NRL,N5,NOLINOR,Canada,http://www.nolinor.com
Nord-Flyg,NEF,,NORDEX,Sweden,http://www.nordflyg.se
Nordavia,AUL,5N,ARCHANGELSK AIR,Russian Federation,http://www.nordavia.ru/
Nordic Airlink (FlyNordic),NDC,LF,,Sweden,
Nordic East Airways,ELN,N7,,Sweden,
Nordic Global Airlines,NGB,NJ,NORDIC GLOBAL,Finland,http://www.nordicglobalcargo.com/
Nordic Regional,NRD,6N,NORTH RIDER,Sweden,
Nordica,EST,EE,,Estonia,http://www.nordica.ee/
Nordwind Airlines,NWS,N4,NORDLAND,Russian Federation,https://www.nordwindairlines.ru/
Norfolk Island Airlines,NIA,UG,,Australia,
Norlink (SAS Commuter),SAS,SK,SCANDINAVIAN,Norway,
NORRA - Nordic Regional Airlines,FCM,,FINNCOMM,Finland,http://flynorra.com/
Norsk Air,,NC,,Norway,
North American Airlines,NAO,NA,NORTH AMERICAN,United States,http://www.northamericanair.com
North Cariboo Air,NCB,,NORTH CARIBOU,Canada,
North East Bolivian Airways,NBA,,,Bolivia,
North Star Air,,,,Canada,http://www.northstarair.ca/
Nacional Transportes Aereos,NCT,,,Brazil,
Nakanihon Airlines (NAL),,NV,,Japan,
Namib Air,,,,Namibia,
Nas Air,NCM,P9,,Mali,
Nashville Eagle,,,,United States,
Nationair,NXA,NX,NATION AIRWAYS,Canada,
National Air Charters,NAC,,,Zambia,
National Airlines,NCN,N4,,Chile,
National Airlines,NAN,OV,NATION AIR,United States,
National Airlines,NCR,N8,NATIONAL CARGO,United States,http://www.nationalairlines.aero
National Airways Corporation,LFI,NF,,South Africa,
National Jet Express,JTE,,,Australia,
National Jet Systems,NJS,NC,,Australia,
Nationale Regionale Transport,,,,Gabon,
Nationwide Airlines,NTW,CE,NATIONWIDE,South Africa,http://www.flynationwide.co.za
Nauru Airlines,RON,ON,AIR NAURU,Nauru,http://nauruairlines.com.au/
Nayzak Air Transport,NZA,M4,NAYZAK AIR,Libya,http://www.nayzak.ly
Necon Air,NEC,3Z,,Nepal,
Nepal Airlines,RNA,RA,ROYAL NEPAL,Nepal,http://www.nepalairlines.com.np
Nesma Airlines,NMA,NE,NESMA,Egypt,http://www.nesmaairlines.com/
Netjets International,NJT,,,United States,
New Axis Airways,AXY,9X,AXIS,France,http://www.fly-axis.com
New York Airways,NYA,NY,,United States,
NewGen Airways,VGO,E3,VIRGO,Thailand,http://www.newgenairways.com/
News Corporation America,,,,United States,
NFD Luftverkehrs AG,NFD,NS,,Germany,
Nicon Airways,NCN,,NICON AIRWAYS,Nigeria,http://www.niconairways.com/
Nigeria Airways,NGA,WT,,Nigeria,
Nigerian Global,NGI,,,Nigeria,
Niki,NLY,HG,NIKI,Austria,http://www.flyniki.com
Nine Star Airways,,,,Thailand,http://www.9-air.com/
Nok Air,NOK,DD,NOK AIR,Thailand,http://www.nokair.co.th
NokScoot,NCT,XW,BIG BIRD,Thailand,http://www.nokscoot.com/
Noman,NOM,,,Italy,
Nordair,NDR,ND,NORDAIR,Canada,
Nordeste Linhas Aereas,NES,JH,,Brazil,
Nordic Aviation,,,,Estonia,http://www.nagroup.ee/
Nordic European Airlines,NOD,DJ,,Sweden,
Nordic Leisure,NRD,6N,NORTH RIDER,Sweden,
Nordic Solutions,,,,Lithuania,
NordStar Airlines,TYA,Y7,TAIMYR,Russian Federation,http://www.nordstar.su
Norfolk Air,,O7,,Norfolk Island,http://www.norfolkair.com
Norfolk Jet Express,,YE,,Norfolk Island,http://www.norfolkjet.com.au
Norontair,NOA,,,Canada,
Norse Air,NRX,,,South Africa,http://www.norseair.co.uk/
North African,,,,Egypt,
North Atlantic Air,NAT,,MASS AIR,United States,
North Central Airlines,,NC,NORTH CENTRAL,United States,
North Pacific Aviation,,,,United States,
Northeast Airlines,DBH,NS,,China,
Airline_name,ICAO,IATA,Callsign,Country,Website
Northeast Airlines,NEE,NE,NORTHEAST,United States,
Northeast Express Regional Airlines (Northwest Airlink),NEE,,NORTHEAST,United States,
Northern Air Cargo,NAC,NC,YUKON,United States,http://www.nac.aero/
Northstar Aviation,NSS,,,United States,
Northwest Orient Airlines,NWA,NW,NORTHWEST,United States,
Norway Airlines Charter,NOS,JA,NORSPEED,Norway,
Norwegian Air International,IBK,D8,NORTRANS,Ireland,http://www.norwegian.com/
Norwegian Air Sweden,NSW,LE,,Sweden,https://www.norwegian.no/
Norwegian Long Haul,NLH,DU,NORSTAR,Norway,http://www.norwegian.no/
Nouvelair Tunisie,LBT,BJ,NOUVELAIR,Tunisia,http://www.nouvelair.com
Nouvelle Air Ivoire,VUN,VU,AIR IVOIRE,Cote d'Ivoire,
Nova Airways,NOV,,NOVANILE,Sudan,http://www.novaairways.com/
Novair International,NGK,EN,,United Kingdom,
Nuernberger Flugdienst (NFD),,,,Germany,
Nusantara Sakti,,,,Malaysia,
NyxAir,NYX,,NYX AIR,Estonia,https://www.nyx.ee/
Northeast Airlines,,,,Swaziland,
Northeastern International Airways,,,,United States,
Northland Air Manitoba,NAM,7N,,Canada,
Northwest Airlines,NWA,NW,NORTHWEST,United States,http://www.nwa.com
Nortjet,ENJ,EL,,Spain,
Norwegian Air Argentina,NAA,DN,NORUEGA,Argentina,
Norwegian Air Shuttle,NAX,DY,NOR SHUTTLE,Norway,http://www.norwegian.no
Norwegian Air UK,NRS,DI,REDNOSE,United Kingdom,https://www.norwegian.com/
Notombi International,,,,Hong Kong,
Nouvelle Air Affaires Gabon,NVS,,NOUVELLE AFFAIRES,Gabon,
Nova Air,,,,Mexico,
Novair,NVR,N9,NAVIGATOR,Sweden,https://www.novair.se/
NovoAir,NVQ,VQ,NOVO AIR,Bangladesh,http://www.flynovoair.com/
Nusantara Air Charter,,,,Indonesia,http://www.nac.co.id/
NWT Air,NWT,NV,,Canada,
Airline_name,ICAO,IATA,Callsign,Country,Website
Oasis Hong Kong Airlines,OHK,O8,OASIS,Hong Kong,http://www.oasishongkong.com
Occitania Jet Fleet,OJF,,,France,
Ocean Airlines,,,,Somalia,http://ocean-airlines.com/
Odessa Airlines,ODS,5K,,Ukraine,
Odyssey International,ODY,OL,,Canada,
Okada Air,OKJ,9H,OKADA AIR,Nigeria,
Okay Airways,OKA,BK,OKAYJET,China,http://www.okair.net/
OLT Express Germany,OLT,OL,OLTRA,Germany,http://www.oltexpress.de/
OLT Express Regional,JEA,,,Poland,http://www.oltexpress.com
Olympic Airlines,OAL,OA,OLYMPIC,Greece,http://www.olympicairlines.com
Olympic Aviation,OLY,ML,OLAVIA,Greece,
Oman Air,OMA,WY,OMAN AIR,Oman,https://www.omanair.com/
Omni Air International,OAE,OY,OMNI-EXPRESS,United States,http://www.omniairintl.com
One-Two-Go,OTG,OG,THAI EXPRESS,Thailand,http://www.onetwo-go.com
Ontario Express,OEL,9X,PARTNER,Canada,
OpenSkies,BOS,EC,MISTRAL,France,http://www.flyopenskies.com/
Orange Air,ORJ,,ORANGE SIERRA,Sierra Leone,
Orbest,OBS,6O,ORBEST,Portugal,http://www.orbest.pt
ORBI Georgian,,,,Georgia,
Orel State Air Enterprise,ORM,,,Russian Federation,
Orex Orbit Express Airlines,ORX,,,Turkey,http://www.orexaircargo.com
Orient Thai Airlines,OEA,OX,ORIENT THAI,Thailand,http://www.orient-thai.com
Origin Pacific Airways,OGN,QO,,New Zealand,
Orion Airways,,,,Cyprus,http://www.flyorionairways.com/
Orionair,ORI,,RED GLOBE,Spain,http://www.orionair.es
Our Airline,RON,ON,OUR AIRLINE,Nauru,http://www.ourairline.com.au
Overnight Cargo (Nigeria),OCL,,OVERNIGHT,Nigeria,
OYA International Airline,,,,Libya,http://www.oya.ly/
OzJet,OZJ,O7,AUSJET,Australia,http://www.ozjet.com.au/
Oasis International Airlines,AAN,OB,OASIS,Spain,
Ocean Airlines,VCX,VC,OCEANCARGO,Italy,http://www.oceanairlines.com
OceanAir,ONE,O6,OCEANAIR,Brazil,http://www.oceanair.com.br
Odette Airways,OAW,,,Switzerland,
Offline Officers,,,,United Kingdom,
Okapi Airways,OKP,OI,OKAPI,"Congo, The Democratic Republic Of The",
OLT,OLT,OL,,Germany,
OLT Express Poland,YAP,,WHITEKEKO,Poland,http://www.oltexpress.com/
Olympic Air,OAL,OA,OLYMPIC,Greece,https://www.olympicair.com/
Olympic Airways,OAL,OA,OLYMPIC,Greece,
Olympus Airways,OLY,,OLYAIR,Greece,http://www.olympusairways.gr/
Oman Aviation,OAS,WY,,Oman,
One Airlines,ONS,IP,AIR DREAMS,Chile,
OneJet,,,,United States,http://www.onejet.com/
Onur Air,OHY,8Q,ONUR AIR,Turkey,https://www.onurair.com/
Orange Air,ORN,,,United States,http://www.flyorangeair.com/
Orange2fly,OTF,,ORANGESKY,Greece,http://www.orange2fly.com
Orbest Orizonia,IWD,6O,IBERWORLD,Spain,http://www.orbest.com
Orca Air,ORK,,,Egypt,
Orenair (Orenburg Airlines),ORB,R2,ORENBURG,Russian Federation,http://www.orenair.ru
Orient Eagle Airways,OEG,4R,,Kazakhstan,
Oriental Air Bridge,NGK,OC,ORIENTAL BRIDGE,Japan,http://www.orc-air.co.jp/
Orion Air,TAG,HS,TAGGE,United States,
Orion Airways,ORN,KG,,United Kingdom,
Oscar Jet,OSJ,,OSCARJET,"Moldova, Republic Of",
Overland Airways,OLA,OJ,,Nigeria,https://www.overlandairways.com/
Overseas National Airways (ONA),,OV,,United States,
Ozark Airlines,OZR,OZ,OZARK,United States,
Airline_name,ICAO,IATA,Callsign,Country,Website
Pace Airlines,PCE,,,United States,http://www.paceairline.com
Pacific Air Express,PCF,PE,PACIFIC,Australia,http://www.pacificairexpress.com.au/
Pacific Airlines,PIC,BL,PACIFIC EXPRESS,Viet Nam,http://www.pacificairlines.com.vn
Pacific Coastal Airlines,PCO,8P,PASCO,Canada,http://www.pacificcoastal.com/
Pacific East Asia Cargo Airlines,PEC,4P,,Philippines,
Pacific Pearl Airways,PPM,,PACIFIC PEARL,Philippines,http://www.pacificpearlairways.com/
Pacific Southwest Airlines (PSA),PSX,PS,SMILEY,United States,
Pacific Transair,,,,Australia,
PacificFlier,PFL,PI,KOROR,Palau,http://www.pacificflier.com
Pakistan Government,,,,Pakistan,
PAL Aerospace,SPR,,SPEEDAIR,Canada,https://www.palaerospace.com/
PAL Express,GAP,2P,AIRPHIL,Philippines,http://www.flypalexpress.com/
Palair Macedonia,,,,North Macedonia,
Palau Micronesia Air,,,,Palau,
Palestinian Airlines,PNW,PF,,"Palestinian Territory, Occupied",
Palmair,,,,United Kingdom,
Pamir Airways,PIR,NR,PAMIR,Afghanistan,http://www.pamirairways.af
PAN AIR Lineas Aereas,PNR,PV,SKYJET,Spain,
Pan American Airways,,PN,CLIPPER,United States,
Pan Européenne Air Service,PEA,,,France,http://www.paneuropeenne.com/
